candidate_id,job_req_id,application_date,current_stage,technical_score,source
CAND_00111,REQ_MFG_003,2025-03-04,Technical Assessment,48.82101084898314,Referral
CAND_00112,REQ_MFG_003,2025-05-19,Applied,12.63564813145106,LinkedIn
CAND_00113,REQ_BOT_002,2025-03-22,Applied,56.255520127304735,Agency
CAND_00114,REQ_MFG_003,2026-01-27,Screening,76.51603288167664,LinkedIn
CAND_00115,REQ_BOT_002,2025-06-12,Applied,94.0419207300747,LinkedIn
CAND_00116,REQ_MFG_003,2025-10-16,Applied,1.5823171996820817,Career Site
CAND_00117,REQ_AI_001,2026-01-14,Offer,52.27601415618698,Referral
CAND_00118,REQ_BOT_002,2025-09-18,Screening,47.086735622317676,Agency
CAND_00119,REQ_MFG_003,2025-08-19,Technical Assessment,65.6055021975704,Referral
CAND_00120,REQ_MFG_003,2025-02-10,Screening,55.95788544653419,Agency
CAND_00121,REQ_AI_001,2025-01-28,Screening,68.70391505824806,LinkedIn
CAND_00122,REQ_BOT_002,2025-05-15,Applied,65.80825847491903,Career Site
CAND_00123,REQ_MFG_003,2025-07-20,Applied,11.70117248579462,Career Site
CAND_00124,REQ_AI_001,2025-11-24,Applied,79.97179136187196,Referral
CAND_00125,REQ_MFG_003,2025-09-25,Applied,12.323257571632485,Career Site
CAND_00126,REQ_BOT_002,2025-02-02,Technical Assessment,69.85306252091371,Referral
CAND_00127,REQ_MFG_003,2025-02-17,Applied,41.614536764060674,Referral
CAND_00128,REQ_MFG_003,2025-03-03,Screening,51.38507345765979,Agency
CAND_00129,REQ_MFG_003,2025-08-04,Applied,90.32980143757105,Referral
CAND_00130,REQ_MFG_003,2025-10-20,Applied,88.98837264734865,Agency
CAND_00131,REQ_AI_001,2025-04-09,Screening,81.78563056550296,Career Site
CAND_00132,REQ_AI_001,2025-06-21,Applied,48.82101084898314,Referral
CAND_00133,REQ_BOT_002,2025-12-26,Applied,73.62398101338331,Referral
CAND_00134,REQ_AI_001,2025-08-02,Applied,51.289705551880935,LinkedIn
CAND_00135,REQ_AI_001,2025-02-04,Applied,48.82101084898314,Referral
CAND_00136,REQ_BOT_002,2025-08-15,Technical Assessment,40.27758332328999,Referral
CAND_00137,REQ_AI_001,2025-04-11,Applied,97.02353444148768,LinkedIn
CAND_00138,REQ_AI_001,2025-05-11,Applied,93.23227582288776,LinkedIn
CAND_00139,REQ_BOT_002,2025-09-14,Screening,74.16026194517855,Career Site
CAND_00140,REQ_BOT_002,2025-01-05,Applied,27.9415884176072,Referral
CAND_00141,REQ_BOT_002,2025-08-06,Onsite,13.16535887932584,Career Site
CAND_00142,REQ_MFG_003,2025-09-12,Screening,85.47034500931974,Career Site
CAND_00143,REQ_MFG_003,2026-02-02,Screening,16.530228613796126,LinkedIn
CAND_00144,REQ_BOT_002,2025-12-25,Screening,85.42607889973357,Agency
CAND_00145,REQ_BOT_002,2025-10-10,Applied,49.07650067123605,Career Site
CAND_00146,REQ_BOT_002,2026-01-28,Screening,40.65567838081042,Agency
CAND_00147,REQ_MFG_003,2025-07-26,Applied,90.31907788344292,Referral
CAND_00148,REQ_MFG_003,2025-01-15,Onsite,60.38509825402779,LinkedIn
CAND_00149,REQ_AI_001,2025-12-12,Applied,57.661400712971776,Referral
CAND_00150,REQ_AI_001,2025-02-11,Screening,55.87659446243977,Referral
CAND_00151,REQ_BOT_002,2026-01-15,Screening,37.11695160195314,LinkedIn
CAND_00152,REQ_MFG_003,2025-06-28,Applied,78.56431035291273,Referral
CAND_00153,REQ_MFG_003,2025-03-04,Applied,25.2798444015773,LinkedIn
CAND_00154,REQ_MFG_003,2025-12-18,Technical Assessment,93.88949600412751,Agency
CAND_00155,REQ_BOT_002,2025-08-19,Technical Assessment,89.39852050469608,Referral
CAND_00156,REQ_AI_001,2025-08-29,Applied,33.748032567489815,LinkedIn
CAND_00157,REQ_BOT_002,2025-02-21,Technical Assessment,72.94637698316637,Career Site
CAND_00158,REQ_AI_001,2025-04-06,Hired,57.32231944495915,Referral
CAND_00159,REQ_AI_001,2026-01-23,Onsite,33.76493019992346,Agency
CAND_00160,REQ_BOT_002,2025-08-10,Applied,98.85216479954467,LinkedIn
CAND_00161,REQ_AI_001,2025-08-19,Technical Assessment,2.5237345848264203,Referral
CAND_00162,REQ_AI_001,2025-08-25,Applied,25.264603062128664,Referral
CAND_00163,REQ_MFG_003,2025-05-23,Hired,52.00740611111504,Referral
CAND_00164,REQ_AI_001,2025-06-20,Screening,52.19530034785639,Agency
CAND_00165,REQ_BOT_002,2025-01-29,Applied,58.89330749455641,LinkedIn
CAND_00166,REQ_BOT_002,2025-02-05,Technical Assessment,75.16761720229192,Career Site
CAND_00167,REQ_AI_001,2025-01-13,Applied,62.34778305192964,Career Site
CAND_00168,REQ_MFG_003,2025-06-09,Hired,48.82101084898314,Career Site
CAND_00169,REQ_MFG_003,2025-11-23,Hired,5.351446291304329,LinkedIn
CAND_00170,REQ_AI_001,2025-07-06,Screening,37.65302877892983,Career Site
CAND_00171,REQ_AI_001,2025-08-31,Applied,23.2055739701156,Agency
CAND_00172,REQ_BOT_002,2025-03-27,Screening,26.537011160197544,LinkedIn
CAND_00173,REQ_AI_001,2025-10-11,Applied,55.43374743403449,Referral
CAND_00174,REQ_MFG_003,2025-03-07,Applied,48.82101084898314,Agency
CAND_00175,REQ_AI_001,2025-06-19,Technical Assessment,29.394910101689753,Referral
CAND_00176,REQ_BOT_002,2025-02-14,Applied,23.70847085173401,Career Site
CAND_00177,REQ_BOT_002,2025-03-03,Applied,94.85029432181948,Agency
CAND_00178,REQ_BOT_002,2025-05-14,Hired,48.82101084898314,LinkedIn
CAND_00179,REQ_BOT_002,2025-10-11,Applied,48.82101084898314,Agency
CAND_00180,REQ_BOT_002,2025-01-28,Applied,92.45224687318999,Referral
CAND_00181,REQ_AI_001,2025-04-18,Offer,78.58126454683732,LinkedIn
CAND_00182,REQ_AI_001,2025-02-13,Applied,58.99478828018088,Agency
CAND_00183,REQ_AI_001,2025-12-06,Technical Assessment,0.6435211496795712,Agency
CAND_00184,REQ_AI_001,2025-10-13,Hired,77.2516286079404,Agency
CAND_00185,REQ_BOT_002,2025-11-27,Offer,70.24883415884689,Agency
CAND_00186,REQ_MFG_003,2025-05-08,Screening,61.5253653282414,LinkedIn
CAND_00187,REQ_AI_001,2025-12-14,Applied,76.04243116824718,Referral
CAND_00188,REQ_MFG_003,2025-08-19,Applied,51.29221647747657,Agency
CAND_00189,REQ_AI_001,2025-07-09,Technical Assessment,70.4083271321339,LinkedIn
CAND_00190,REQ_AI_001,2025-08-13,Onsite,93.51720867264933,Referral
CAND_00191,REQ_MFG_003,2026-01-20,Screening,37.580501584608626,Agency
CAND_00192,REQ_BOT_002,2026-01-12,Applied,70.81218349006254,Referral
CAND_00193,REQ_AI_001,2025-10-10,Applied,47.568781801095874,Referral
CAND_00194,REQ_AI_001,2025-05-01,Applied,67.43996518139815,LinkedIn
CAND_00195,REQ_AI_001,2025-04-26,Technical Assessment,76.28933355543641,Referral
CAND_00196,REQ_MFG_003,2025-08-21,Screening,4.545250043579596,LinkedIn
CAND_00197,REQ_BOT_002,2025-09-16,Offer,64.66004439486619,Agency
CAND_00198,REQ_MFG_003,2025-12-25,Technical Assessment,22.674118440694457,Referral
CAND_00199,REQ_MFG_003,2025-07-17,Applied,67.00325378075668,Referral
CAND_00200,REQ_BOT_002,2025-05-17,Screening,46.83301859338135,Career Site
CAND_00201,REQ_MFG_003,2025-11-14,Screening,77.35527418648871,Agency
CAND_00202,REQ_BOT_002,2025-06-14,Screening,12.340081520559643,Agency
CAND_00203,REQ_AI_001,2025-08-13,Technical Assessment,62.63223516561951,Career Site
CAND_00204,REQ_BOT_002,2025-11-03,Technical Assessment,27.847072892755232,Career Site
CAND_00205,REQ_AI_001,2025-08-22,Technical Assessment,85.29819953305915,LinkedIn
CAND_00206,REQ_MFG_003,2025-06-21,Applied,92.83835056363074,LinkedIn
CAND_00207,REQ_MFG_003,2025-06-01,Applied,99.63982936790555,Referral
CAND_00208,REQ_AI_001,2025-11-11,Technical Assessment,79.60074024272834,Referral
CAND_00209,REQ_MFG_003,2026-01-09,Applied,75.37340704280045,Referral
CAND_00210,REQ_BOT_002,2025-06-09,Applied,21.550075886755103,Referral
CAND_00211,REQ_AI_001,2025-04-06,Applied,33.600705899010876,LinkedIn
CAND_00212,REQ_MFG_003,2025-08-21,Screening,46.56825417622795,Agency
CAND_00213,REQ_AI_001,2025-06-29,Applied,77.33810477822497,Referral
CAND_00214,REQ_BOT_002,2025-04-23,Screening,91.49658650779686,Agency
CAND_00215,REQ_BOT_002,2025-11-14,Hired,18.91391000229846,Referral
CAND_00216,REQ_MFG_003,2025-02-21,Applied,92.23674846701029,Career Site
CAND_00217,REQ_BOT_002,2025-09-25,Applied,69.5624652354058,Referral
CAND_00218,REQ_AI_001,2025-10-22,Applied,61.077073068503864,Referral
CAND_00219,REQ_BOT_002,2026-01-21,Onsite,19.98412712819395,Referral
CAND_00220,REQ_AI_001,2026-01-22,Applied,5.552503280915055,LinkedIn
CAND_00221,REQ_AI_001,2025-04-23,Applied,56.84648985079399,Career Site
CAND_00222,REQ_BOT_002,2025-04-11,Applied,65.15156833288924,Referral
CAND_00223,REQ_MFG_003,2025-04-23,Technical Assessment,21.078144935468824,Referral
CAND_00224,REQ_BOT_002,2025-03-22,Screening,55.64562058254564,Agency
CAND_00225,REQ_AI_001,2025-07-06,Technical Assessment,85.64934027625736,Career Site
CAND_00226,REQ_AI_001,2025-04-23,Offer,83.506594545502,Referral
CAND_00227,REQ_BOT_002,2025-01-02,Applied,92.73551805862972,Agency
CAND_00228,REQ_MFG_003,2025-05-10,Technical Assessment,36.588580955688045,Agency
CAND_00229,REQ_MFG_003,2025-08-08,Applied,31.80495725509187,LinkedIn
CAND_00230,REQ_AI_001,2025-02-23,Onsite,74.94260059808087,Agency
CAND_00231,REQ_AI_001,2025-12-09,Screening,43.1112405097005,Referral
CAND_00232,REQ_MFG_003,2025-08-12,Onsite,8.754866402778061,LinkedIn
CAND_00233,REQ_BOT_002,2025-08-13,Applied,28.28011306704997,LinkedIn
CAND_00234,REQ_AI_001,2026-01-20,Applied,41.85822855314891,Referral
CAND_00235,REQ_AI_001,2025-05-06,Applied,29.251642547625202,Career Site
CAND_00236,REQ_MFG_003,2025-05-10,Applied,33.220557094732165,Agency
CAND_00237,REQ_BOT_002,2025-02-22,Applied,29.377590617439076,LinkedIn
CAND_00238,REQ_MFG_003,2025-06-21,Applied,4.149916718307944,Career Site
CAND_00239,REQ_BOT_002,2025-08-06,Applied,63.709470082444255,Referral
CAND_00240,REQ_BOT_002,2025-06-09,Screening,59.72924203534693,Agency
CAND_00241,REQ_BOT_002,2025-07-17,Technical Assessment,65.33834984786806,Agency
CAND_00242,REQ_AI_001,2025-09-04,Screening,19.230989603362747,LinkedIn
CAND_00243,REQ_MFG_003,2025-11-20,Applied,29.565454161248528,Agency
CAND_00244,REQ_MFG_003,2025-07-22,Screening,61.96159269449223,Agency
CAND_00245,REQ_BOT_002,2025-07-03,Applied,59.96275684599214,Agency
CAND_00246,REQ_AI_001,2025-05-03,Hired,50.63303093542678,Agency
CAND_00247,REQ_AI_001,2025-09-12,Applied,35.04132500101974,Referral
CAND_00248,REQ_MFG_003,2025-10-21,Technical Assessment,48.82101084898314,Career Site
CAND_00249,REQ_AI_001,2025-10-07,Hired,33.97702422988438,Referral
CAND_00250,REQ_AI_001,2025-11-21,Technical Assessment,45.56191564372516,Referral
CAND_00251,REQ_BOT_002,2026-01-07,Screening,67.81138309542088,LinkedIn
CAND_00252,REQ_AI_001,2025-04-08,Technical Assessment,54.302143086676416,Agency
CAND_00253,REQ_BOT_002,2025-07-17,Hired,34.68859763643856,Referral
CAND_00254,REQ_MFG_003,2026-01-30,Screening,43.564479045650984,Agency
CAND_00255,REQ_AI_001,2025-08-28,Screening,79.44808178535061,Referral
CAND_00256,REQ_MFG_003,2025-05-24,Screening,27.812915548661245,Referral
CAND_00257,REQ_MFG_003,2025-04-07,Screening,14.225523977681542,LinkedIn
CAND_00258,REQ_AI_001,2025-07-20,Screening,31.31632018297771,Career Site
CAND_00259,REQ_AI_001,2025-05-04,Screening,84.95342154879013,Career Site
CAND_00260,REQ_MFG_003,2025-07-06,Applied,8.898971485634666,Referral
CAND_00261,REQ_AI_001,2025-11-22,Applied,99.16960733724518,LinkedIn
CAND_00262,REQ_BOT_002,2025-12-15,Applied,54.10028989276625,Agency
CAND_00263,REQ_BOT_002,2025-09-16,Applied,98.4845743967094,Agency
CAND_00264,REQ_AI_001,2025-05-28,Applied,93.89964220859775,Referral
CAND_00265,REQ_MFG_003,2025-09-09,Screening,45.28137142109168,Career Site
CAND_00266,REQ_AI_001,2025-12-12,Applied,48.82101084898314,LinkedIn
CAND_00267,REQ_AI_001,2025-05-27,Technical Assessment,16.488477656513844,Career Site
CAND_00268,REQ_MFG_003,2025-05-28,Applied,48.82101084898314,Agency
CAND_00269,REQ_MFG_003,2025-12-18,Applied,71.01326405645374,Career Site
CAND_00270,REQ_BOT_002,2025-07-18,Technical Assessment,27.294999473148785,Agency
CAND_00271,REQ_MFG_003,2025-11-04,Screening,34.142526960429834,LinkedIn
CAND_00272,REQ_BOT_002,2025-05-08,Applied,44.877880399461475,LinkedIn
CAND_00273,REQ_MFG_003,2025-02-08,Onsite,91.32326804214563,Referral
CAND_00274,REQ_AI_001,2025-12-04,Onsite,18.939341788484608,Referral
CAND_00275,REQ_BOT_002,2025-12-26,Applied,0.5026552609803114,Career Site
CAND_00276,REQ_BOT_002,2025-05-09,Applied,6.0096410378170155,LinkedIn
CAND_00277,REQ_BOT_002,2025-09-24,Hired,90.4766341680118,LinkedIn
CAND_00278,REQ_AI_001,2025-05-31,Screening,64.7516464843363,Referral
CAND_00279,REQ_AI_001,2025-10-25,Screening,27.304061932780677,Agency
CAND_00280,REQ_AI_001,2025-04-09,Technical Assessment,17.719250101119112,Career Site
CAND_00281,REQ_AI_001,2025-09-20,Applied,29.426673663711433,Career Site
CAND_00282,REQ_AI_001,2025-09-09,Screening,11.479692725128011,Referral
CAND_00283,REQ_BOT_002,2025-05-24,Applied,94.1532910284441,LinkedIn
CAND_00284,REQ_AI_001,2025-12-12,Technical Assessment,78.42061743652668,Referral
CAND_00285,REQ_BOT_002,2025-04-22,Screening,48.82101084898314,Referral
CAND_00286,REQ_AI_001,2025-03-01,Screening,86.49626051152019,Referral
CAND_00287,REQ_MFG_003,2026-01-04,Applied,24.945820429323227,Referral
CAND_00288,REQ_BOT_002,2025-01-02,Applied,71.71205684721936,Agency
CAND_00289,REQ_MFG_003,2026-01-20,Screening,85.61324990137435,Agency
CAND_00290,REQ_BOT_002,2025-10-31,Technical Assessment,35.67687116232726,LinkedIn
CAND_00291,REQ_MFG_003,2025-09-11,Screening,48.82101084898314,Referral
CAND_00292,REQ_AI_001,2025-05-20,Applied,29.507234926430936,Agency
CAND_00293,REQ_AI_001,2025-02-06,Onsite,29.88571352590308,LinkedIn
CAND_00294,REQ_AI_001,2025-06-09,Applied,10.705717855418605,Referral
CAND_00295,REQ_BOT_002,2025-01-09,Hired,44.00580465093987,Career Site
CAND_00296,REQ_MFG_003,2025-08-21,Applied,48.82101084898314,Agency
CAND_00297,REQ_AI_001,2025-04-09,Screening,94.02208055712849,LinkedIn
CAND_00298,REQ_MFG_003,2025-05-27,Applied,60.379699192909605,Career Site
CAND_00299,REQ_MFG_003,2025-10-31,Offer,86.3135537735739,Referral
CAND_00300,REQ_AI_001,2025-07-27,Screening,48.82101084898314,Referral
CAND_00301,REQ_AI_001,2025-05-11,Applied,17.334305297528086,Referral
CAND_00302,REQ_MFG_003,2025-06-01,Applied,48.58174289126315,Agency
CAND_00303,REQ_AI_001,2025-02-23,Applied,11.692353552539148,LinkedIn
CAND_00304,REQ_AI_001,2025-04-30,Applied,68.2153161561635,Career Site
CAND_00305,REQ_AI_001,2025-06-10,Offer,94.98996682460759,LinkedIn
CAND_00306,REQ_BOT_002,2025-04-26,Screening,48.82101084898314,Agency
CAND_00307,REQ_MFG_003,2025-03-16,Technical Assessment,73.38831308025414,LinkedIn
CAND_00308,REQ_MFG_003,2025-04-23,Screening,63.2238150867861,Agency
CAND_00309,REQ_BOT_002,2025-04-14,Screening,58.36050370080997,Referral
CAND_00310,REQ_MFG_003,2025-12-06,Applied,39.012023468833924,Career Site
CAND_00311,REQ_AI_001,2025-09-11,Applied,35.513164775381256,Referral
CAND_00312,REQ_MFG_003,2025-08-15,Technical Assessment,48.82101084898314,LinkedIn
CAND_00313,REQ_AI_001,2025-04-22,Hired,21.790870825201345,Referral
CAND_00314,REQ_BOT_002,2025-04-09,Applied,1.5176882286826898,Career Site
CAND_00315,REQ_AI_001,2025-06-02,Applied,58.14171055820205,Referral
CAND_00316,REQ_MFG_003,2025-12-15,Screening,10.585323587790885,Career Site
CAND_00317,REQ_MFG_003,2026-01-19,Hired,48.82101084898314,Career Site
CAND_00318,REQ_MFG_003,2026-01-01,Applied,52.314302069716526,Referral
CAND_00319,REQ_BOT_002,2025-12-04,Screening,48.82101084898314,Agency
CAND_00320,REQ_BOT_002,2025-07-13,Onsite,41.08570918404965,LinkedIn
CAND_00321,REQ_MFG_003,2025-11-06,Applied,56.057980900104866,Agency
CAND_00322,REQ_AI_001,2025-06-12,Applied,94.26591769666305,Agency
CAND_00323,REQ_BOT_002,2025-07-27,Screening,8.273403962367077,Referral
CAND_00324,REQ_MFG_003,2025-06-18,Offer,25.393777192369615,LinkedIn
CAND_00325,REQ_MFG_003,2025-06-10,Applied,77.99883269105443,LinkedIn
CAND_00326,REQ_BOT_002,2025-03-09,Screening,9.873720688266586,Agency
CAND_00327,REQ_BOT_002,2025-10-16,Screening,7.566110390411085,Referral
CAND_00328,REQ_BOT_002,2026-02-02,Screening,36.15413987540386,LinkedIn
CAND_00329,REQ_AI_001,2025-10-04,Screening,9.216795847243231,Agency
CAND_00330,REQ_AI_001,2025-10-31,Screening,48.82101084898314,LinkedIn
CAND_00331,REQ_MFG_003,2026-01-19,Screening,22.627525081659982,Referral
CAND_00332,REQ_BOT_002,2026-01-27,Screening,89.56979631993724,Referral
CAND_00333,REQ_AI_001,2025-05-15,Screening,78.35000808452567,Referral
CAND_00334,REQ_BOT_002,2025-07-14,Screening,69.97052060994761,LinkedIn
CAND_00335,REQ_MFG_003,2025-05-08,Onsite,61.694402738450194,Career Site
CAND_00336,REQ_AI_001,2025-02-02,Applied,86.34657303414633,LinkedIn
CAND_00337,REQ_AI_001,2025-06-25,Technical Assessment,22.30620615427569,Career Site
CAND_00338,REQ_AI_001,2026-01-06,Technical Assessment,87.31088427642277,Referral
